teff (K),abs (mag),spect
6127.142077,3.654,F3/F5V
4402.482503,0.514,G8III
5767.544413,2.082,F4V
5096.796024,4.209,G3V
4221.984843,1.758,K2III
3900.123198,1.435,K2III
5688.56245,3.634,F7V
6803.282497,3.31,F0IV
6661.356151,1.926,F2V
4475.554832,0.691,K0III
3735.514743,-0.564,M5III
7064.19109,3.067,F0V
4479.822346,1.721,G8III
4372.067965,1.364,K0IV
6791.166228,1.932,F0IV
3761.510581,0.173,K3III
4824.222904,3.651,K0V
5330.751492,4.684,G6V
4322.525451,0.613,G8III:
6377.723436,3.162,F3V
5560.298867,5.199,G3V
5973.217658,2.296,F5V
3966.470863,0.952,K3III
5908.325844,3.97,F7V
3858.386236,-0.451,K3III
6131.820178,3.924,F5V
4996.107335,6.042,G8/K0V
5824.488304,2.295,F6V
4871.060477,2.851,G6IV
6559.653569,2.005,F2V
4352.081325,0.509,K0III
4378.10882,0.895,K0III
6548.591755,0.973,F0/F2III
4567.365068,1.103,K0III
5477.535659,4.718,G4V
5735.624314,3.165,F6/F7V
7935.283437,2.166,A8V
5731.665298,3.919,G1V
6122.472888,3.678,F5V
4382.147666,0.448,K0III
3785.157042,0.328,K3III
6341.814156,2.793,F2V
3773.983136,0.147,K4III
8333.571644,2.133,A7V
4420.986842,0.507,K1III
3623.236231,0.719,M0III
3767.041199,-0.359,K3/K4III
4030.785068,0.947,K3III
5205.82354,-1.453,G8III+...
4601.310748,0.793,G8III
6212.738339,3.488,F5V
5960.09691,1.98,F7V
5968.836057,3.662,F5V
5041.513982,3.527,G8V
5425.193681,4.291,G2V
6008.56227,1.632,F5IV
3963.322245,0.326,K2III
5073.335461,1.659,G8IV
6393.269389,3.183,F7IV
3615.715239,-1.553,M3IIIvar
6122.472888,3.06,F5V
4452.263883,0.584,K0III
6803.282497,3.043,F2/F3IV
4496.994667,0.984,K0III
6169.569123,2.289,F3V
5743.562896,2.595,G1/G2V
4037.360576,0.12,K2III
10887.16142,-0.641,B7Vn
4437.599311,0.715,K0II-III
4125.3543,-0.241,K0III
4374.079267,1.66,G9III
9667.329316,1.406,A0V
6136.507218,3.087,F3V
4352.081325,0.14,K0III
4242.369764,0.749,K0IIIp...
5904.062214,1.781,F2V
6053.486361,2.781,F6V
5916.876245,3.142,F5/F6V
7736.510119,1.574,A6V
4257.350564,1.279,G8IV
6160.077476,2.206,F5V
6488.574974,2.512,F5V
5960.09691,3.803,F8/G0V
3565.346652,-1.14,F7IV comp SB
4452.263883,2.406,K0III
8053.418048,0.791,A0V
4200.023871,1.947,K1IV
7315.023139,2.652,A0V
6435.192654,2.655,F3V
3291.270595,0.41,M1III
4664.033343,-9.99,B1Ib
4299.239049,0.727,K3III
3845.206421,8.262,M0V
4196.391418,1.146,K1IIICN...
10334.36133,0.806,B9V
7744.894308,1.694,A2/A3V
3558.122036,-0.498,M3III
3487.835258,-0.683,M1III
4358.053307,1.067,G8IV
6451.091843,2.606,F2V
4295.388409,0.929,K0III
3852.514618,0.016,K3III
5836.87425,0.717,F6/F7V
6644.132206,2.718,F3V
6062.572271,3.808,F5V
4096.062709,1.068,K2III
4187.344542,1.365,K0II
4278.166642,1.057,K1III
5767.544413,1.597,F2V
4454.368724,2.186,G8III
3812.029853,0.113,K4III
3600.789659,0.94,K3III
5586.11361,3.803,G1/G2V
5439.029058,4.523,G3V
10676.03138,-0.501,B9V
3675.697043,-0.991,M2/M3III
6661.356151,2.12,F2V
4398.396672,0.748,K0/K1III
6103.884718,3.379,F5V
6150.622251,2.985,F5V
13180.92008,-0.904,B1.5V
3971.205535,5.444,G6V
7118.065132,1.079,F2II-III
6749.180489,2.997,F3V
3810.603595,0.727,K3III
5700.237288,1.903,F6V
5861.844882,4.651,F8V
5041.513982,5.183,G8V
4624.294378,0.706,G5IV
2625.992846,-11.23,M1Iab
6472.444261,0.666,F3IV
8639.432928,1.808,A3Vnn
4452.263883,1.069,K1III
5156.653556,0.217,G8/K0III+..
8185.677279,2.492,A3V
6696.1414,2.566,A5II
5589.825931,3.462,F8/G0V
5619.748139,2.589,F8IV-V
5187.247874,2.642,G3V
7670.243999,1.144,A8V
5973.217658,4.409,F6V
10657.34248,-0.453,B5V
3876.136183,-0.308,K2III
3522.540443,-0.093,M0III
10369.04044,-0.112,B8V
3692.730879,-1.216,K2/K3III
4724.052816,3.622,K1/K2III+..
3576.252643,-0.613,M0III
4082.457336,7.587,K5V
4065.608535,-0.13,K2III
4536.241476,1.501,G4III
6306.406105,2.182,F4V
8595.57782,1.143,B9.5:Vne...
5397.784988,4.654,G2V
4404.52898,0.135,K0III
7787.158528,1.267,A3/A4V
4032.426434,-0.098,M5III
4420.986842,1.029,G9III
5982.005035,2.744,F7V
5597.269109,3.746,F8/G0V
5252.999507,3.635,G5V...
5481.070123,5.047,G5V
5307.777607,2.21,G3V
5449.46365,4.631,G8V
6827.677984,2.602,A9III
4578.610588,2.012,K0III
5327.45429,4.929,G3/G5V
5688.56245,2.169,F8V
9537.998069,0.195,A0V
7613.412016,-3.028,B1V:e
4328.396455,0.83,K0/K1III
5111.597245,5.094,G0V
5619.748139,3.936,G0V
5836.87425,4.263,F7V
4364.045819,0.606,K0III
3991.886884,0.382,K2IIICN...
8762.976343,1.81,A2V
5904.062214,2.915,F8V
6094.643406,3.573,F3V
5324.162181,4.833,G3V
4490.535786,2.157,K1III
3876.136183,-0.631,K3III
8661.571144,-0.188,B8III
11256.26118,0.688,B9V
4824.222904,2.27,G6/G8IV
6291.381901,3.161,F3V
4518.693125,1.097,K0III
4886.927141,0.663,G3/G5III
3837.932785,1.509,K1/K2IV
8717.542767,-1.81,B8III
4187.344542,1.88,K0III
4435.514218,2.849,K1Vp
5320.875154,3.239,F8V
6117.812585,1.688,F3/F5III
3745.039785,0.111,K3/K4III
3613.216904,-1.225,K5/M0III:
4238.645119,0.907,K0IV
4932.593494,4.596,G3V
9213.260375,1.384,A0V
4892.244799,5.695,K0IV-V
6183.875378,2.437,F5V
5657.71959,3.041,F8/G0V
8313.466514,1.838,A3V
5673.08862,3.801,G0V
10083.2069,0.332,A0V
4029.145371,1.387,K2III
6080.846809,2.122,F5V
6094.643406,3.525,F5V
3651.151373,10.679,M4V:
4189.150016,0.478,K1III
5916.876245,3.584,F6/F7V
6940.225286,1.996,A9IV
4852.711238,0.975,F7IIIw...
3966.470863,0.261,K3III
4240.506419,0.468,K1III
3419.831596,-1.6,M1/M2III
5763.530113,4.872,G0V
6291.381901,4.144,F3/F5V
4673.508275,1.583,K0III
5824.488304,4.18,F7V
8914.822028,2.211,A1V
11520.35266,0.296,B8V
4753.555217,0.514,G8III
5374.084457,4.778,G3IV
4580.868008,1.155,G8/K0IV
4017.714004,-0.91,K1III
5435.561948,2.86,F8V
6053.486361,3.747,F5V
4469.172578,2.345,K0III
3734.158962,0.056,K3III
5150.588687,4.87,G8IV
4499.152792,2.81,K2III
8214.730297,1.983,A4V
6661.356151,2.019,F0V
3842.292834,-1.636,K3III
5549.326393,-1.219,F6III
4084.151829,0.849,K2III
6858.48192,2.343,F0IV
3816.316645,0.697,K2III
4011.218102,7.144,K7V:
6237.049621,2.154,F3III
6169.569123,3.039,F5V
5452.952982,4.405,G3V
4151.638924,0.155,K2III
6846.118722,1.595,A9III
4246.102601,-0.121,K1III
3448.408252,-1.033,M1III
4330.35789,1.475,G8III
4396.357309,0.52,K0IIIp
4402.482503,0.967,K0III
6286.393689,2.895,F5V
8283.535001,1.334,A2II
5538.407891,4.276,G0V
4406.577836,0.769,K2IIIvar
4039.008646,0.904,K1III:
8353.798772,1.951,A7III-IV
4467.050211,1.464,K0III
4408.629077,-0.09,K0III
6039.921118,4.148,F5V
5751.529004,3.839,F7V
7479.666522,1.496,A5III
9756.021185,1.325,A2Vnn
3842.292834,7.017,K5III
4386.195839,2.646,K0III
3830.693448,-0.542,K2III
3692.730879,0.476,K5III
5824.488304,3.033,F8V
4400.438402,1.188,K1III
6286.393689,3.824,F2/F3V
12470.61607,-0.359,B4V
3608.233155,0.166,K3III
12667.78506,-0.159,B9p Si
5808.075502,2.25,F7IV
4423.054898,1.574,K0III
3708.63072,-0.718,K3III
6515.684172,3.582,F2V
4247.972102,2.003,K2III
6099.259686,2.125,F5V
6435.192654,3.713,F5IV...
6291.381901,2.778,F3V+...
3750.509992,-0.075,K5III
4452.263883,-1.268,K1IIIpe+...
6367.411835,2.398,F3V
3503.924155,1.391,M2III
6445.78121,2.085,F3V
3991.886884,-2.727,K1IICN...
5803.990342,2.921,F7V
5252.999507,4.777,G6V
2806.740031,-1.826,C5II
5604.737114,4.323,G2/G3V
4494.839127,1.345,K0III
4464.930363,-0.685,G8/K0III
4462.813028,1.365,K0III
3839.38476,-0.829,K2III
6193.45907,3.532,F3/F5V
6908.498473,2.709,F0Vn
5696.339023,3.302,F8V
4471.297467,-0.168,K0III
5661.552085,4.35,G0V
5982.005035,4.301,F6/F7V
6883.376626,2.84,F0V
5727.713106,2.525,B2IV+...
4106.341417,1.674,K2III
5631.072573,4.165,G0V
10386.4894,0.231,B9.5V
5942.714184,3.928,F6V
11588.82455,0.821,B9IIIp...
8606.489378,1.226,B9.5V
7004.786101,1.827,F3IV
5650.074022,3.183,F7V
4443.869322,2.33,K0III
4512.156136,2.44,K1III
4164.049087,1.342,K1III
4308.903523,0.196,K0III
3768.427032,-0.185,K4III
8926.7762,0.614,A2/A3V
4536.241476,0.597,G9III
5520.329177,2.871,G0V
7145.3898,2.01,A9V
4328.396455,2.059,K0IV
5380.829465,5.365,G6V
5977.60731,2.955,F6V
5719.829123,3.677,F8/G0V
5999.677148,2.295,A6V
3730.09899,9.033,K7V:
4390.253375,0.683,K1IICN...
4322.525451,1.671,K1III
6150.622251,2.668,F2/F3V
8751.5625,0.905,A1/A2V
5763.530113,2.339,F7/F8V
9801.135834,0.702,B9V
4111.505004,-1.031,K1III
5832.738289,3.711,F7V
5015.846467,4.21,G8IV
6035.416236,3.431,F5V
4299.239049,0.34,K1III
3785.157042,0.774,K0V
6316.472199,-1.655,O9IV
4220.143794,-0.522,G8/K0III
4486.24273,1.927,G8IV
3266.79094,-0.94,M2III
4164.049087,7.452,M0V:
5619.748139,3.199,F8V
3936.808996,-0.649,K2III
6008.56227,3.88,F5/F6V
9481.891995,0.912,A0V
5132.500556,0.678,G2V
4035.714185,7.757,K5V
5832.738289,4.268,F7V
4144.588802,1.893,K2III
6352.02231,3.002,F3V
4223.827901,1.157,K0III
9892.950588,-1.189,B9III
6141.203225,2.713,F3V
3842.292834,-0.731,K3III
10439.27983,0.344,A1V
6403.686124,1.675,F3IV
4287.71293,1.757,K2III
4574.104081,1.042,G8III
4540.655236,0.977,K0III
5688.56245,4.251,G0V
9711.422134,-0.251,A1V
4503.476822,0.242,K0III
6737.303352,2.75,A8/A9V
5653.893575,4.832,G3V
7873.443931,1.09,G5/G6V
4551.736768,0.392,K0III
5861.844882,-0.743,B0.5IV:nn
3924.484792,-0.883,K2III
10050.86298,0.257,A0/A1V
4238.645119,1.315,K1III
4366.047904,0.556,G8III
5960.09691,3.712,F5V
10115.81229,-0.407,A1Vs
5938.388277,2.22,F7V
6301.388078,1.698,F2V
4034.069472,-0.499,K0IIICN...
3597.082282,-0.838,K5III
6261.600142,2.258,F3IV
4344.150422,1.069,K1III
3497.006237,-0.972,M1III
9877.498885,0.742,B5III
3544.971461,-0.309,M1III
3633.325306,-0.725,M3III:
13212.73885,-1.545,B3V
4247.972102,0.604,K1III
6690.312332,2.606,F4Vwvar
5442.501702,-3.925,A0Ia
4094.355838,1.93,K0/K1III
5549.326393,4.414,G2V
6301.388078,3.146,F4III
5442.501702,3.061,F6IV
10638.73515,-0.353,B9V
6510.23969,1.569,F3V
3443.973,-1.421,M2III
4452.263883,1.003,G8/K0III
5878.641014,3.551,F8V
10966.55774,0.609,B9V
4261.116464,-1.88,G5II
3534.30186,-1.061,K3III
5999.677148,2.02,F5V
8498.906498,2.317,A3V
4509.982388,0.521,K0III
4501.313509,0.335,G8IV
5669.236582,3.382,G0V
6461.746003,3.471,F1V
6160.077476,3.031,F6V
6008.56227,3.379,F5V
5030.065746,3.659,G8III
5144.54162,5.216,G6V
6008.56227,1.37,K0III
5353.975599,4.677,G5/G6V
5384.209914,2.908,G5V
5650.074022,1.809,F7V
9161.789479,-0.702,B2.5IV-V
4272.46432,1.451,K2III
6809.360927,2.952,A9V
4316.674316,6.71,K3V
6164.818732,3.557,F6V
3647.313105,-0.193,K3III
3528.4089,1.152,K3/K4III:
5563.968426,3.795,G3V
4601.310748,2.415,G8IV
4047.274297,-0.139,K2III
9149.033765,0.272,A3V
5488.156188,2.596,G3V
4400.438402,0.082,G8III
3516.696326,-0.198,M1/M2III
5995.24689,3.622,F6V
5221.430881,3.342,G6V
5751.529004,2.945,F7V
5887.084306,3.386,F8V
6030.919743,2.648,F5V
5452.952982,5.133,G2V
9454.146858,0.041,A2IV
4374.079267,0.93,K0III
11497.75265,-1.263,B8V...
9331.76093,1.998,A0V
4070.644904,1.406,K2III
5795.84153,4.664,F8/G0V
5661.552085,2.595,F7V
4360.048524,0.702,G8III
6099.259686,3.074,F3V
4316.674316,0.184,G8IV
8520.153778,2.33,A3V
6864.684482,1.957,F3V+...
4458.585878,-0.325,K0III
5968.836057,3.852,F6V
4656.958584,1.532,G8III
5601,4.838,G1V
7518.391281,2.826,A6V
3870.196881,8.338,M0V:
5055.916262,5.952,G8/K0V
4692.603337,0.391,K0III
4372.067965,1.484,K1IV
4477.687318,0.802,K0III
10492.74619,0.235,B9.5V
4394.320308,0.7,K0III
4135.81811,1.742,K1III
6959.436998,3.072,A9V
4285.799413,0.935,K0III
7104.500448,2.244,A9/F0V
3670.495278,8.708,M1V:
4281.978776,1.113,K0III
11800.49986,-1.294,B3V
6008.56227,3.273,F5V
3946.115879,0.549,K2III
6604.372344,2.881,F3V
3963.322245,0.392,K1III
3662.72703,-2.938,K2II
4959.958872,3.882,G2V
8639.432928,1.419,A2V
3871.679573,1.416,K3/K4III:
7855.995846,0.072,B5III
3922.951041,1.429,K2/K3IIICN.
5638.653958,0.99,B5Ib
7017.879164,2.502,F0V
6451.091843,3.361,F3V
4360.048524,1.206,K0IV
6429.914661,2.961,F3V
5925.457649,2.147,F7IV
11658.323,-1.125,B5V
6414.145394,2.011,F2V
6164.818732,2.778,F3V
5317.593195,5.035,G5Vvar
4448.061652,0.911,G8III
4475.554832,3.666,F5V
6071.692352,3.273,F5V
4324.48024,0.122,G8III
5891.317335,2.662,F8V
3988.687615,1.497,K2III
5477.535659,3.825,G3V
3512.038449,-1.151,M3/M4III
4448.061652,1.459,G8/K0IV
3456.204415,-1.751,M1III
4340.198499,1.783,K0III
6341.814156,1.766,F3V
4113.229809,2.662,K2III
6004.1156,3.07,F5V
4892.244799,5.788,K0V
6207.904463,2.412,F2V
9291.838881,0.576,A1/A2IV
9291.838881,1.168,A0Vn
5571.325741,4.659,G3V
5221.430881,5.354,G8V
6403.686124,1.221,F2/F3V
4801.222978,1.772,G8IV
4654.606288,0.279,K0III
3691.413576,-1.058,K3III
12725.56299,-2.103,B2.5Vne
8435.951274,0.578,B6V
4905.602474,5.737,K0V
5491.707818,4.607,G3V
4293.46632,1.191,K0III
3112.48592,0.264,M5II-IIIvar
9594.941551,0.724,B9V
6127.142077,4.07,F3V
5001.727254,5.841,K0V
6403.686124,2.744,F2V
5968.836057,4.529,F7V
7778.659582,0.893,A6V
6141.203225,4.08,F5V
3582.347664,-1.636,K2II-III
4025.870974,1.335,K3III:
3684.844638,-0.675,K4III
6062.572271,2.501,F5V
4218.304751,7.179,K7V:
5715.897293,2.815,F8V
3671.793993,0.713,K5III
9580.626081,1.356,A0V
5960.09691,2.699,F6V
4120.147162,1.016,K2III
5755.522428,2.631,F8IV
4398.396672,6.596,K3/K4IV
5221.430881,3.528,G5V
8263.729765,1.576,A3III
6461.746003,3.362,F2V
5828.609647,2.907,F7V
3824.926501,0.603,K1III-IV
6587.513692,-1.128,B1.5IV
5878.641014,3.27,F6/F7V
3610.72288,-0.101,K5III
3909.214399,0.951,K3III
4328.396455,1.769,K0III
4553.961197,0.724,G8.5III
4148.110119,1.112,K2IIICN...
6684.495933,1,B3III
11658.323,-0.696,B5IV
5960.09691,2.451,F5V
4982.126332,3.96,G3IV
5162.736309,5.188,G6IV
4738.746619,0.245,G8III
5866.032663,4.157,F5/F6V
6099.259686,3.275,F5V
9523.893817,1.638,A3V
5995.24689,2.469,F5V
6610.015901,3.241,F1IVn
4499.152792,0.578,K0III
9877.498885,1.756,A0V
6155.345325,2.737,F6V
5676.947207,4.192,G0V
6499.384764,3.539,F3V
4178.346269,1.762,K1III
3800.657014,1.039,K2/K3IIICN.
4116.684853,2.008,K2III
8650.484331,2.367,A1V
4266.780961,1.936,K1IIICN...
3963.322245,1.887,K3III
3988.687615,-0.958,K2III
4274.362982,-1.615,G5III
5129.501286,-11.47,B8Ib
10148.68255,1.068,A1V
4664.033343,0.024,G6III
4072.327163,-0.834,K2II
5249.821168,4.518,G6V
5567.644045,3.154,F7/F8V
3977.54046,-0.619,K2III
7166.056166,2.057,A7Vn
4350.095206,6.957,K4V
5601,3.196,F6V
5763.530113,1.939,F6V
3455.08798,-0.282,M2III
4475.554832,0.993,K0III
5114.5704,5.349,G8V
4645.226725,0.753,K0III
4042.309839,0.158,K3III
4227.520058,1.151,K0III
4236.78586,2.009,G5V
3795.002325,0.472,K2/K3III
5951.389681,2.608,F5V
3906.178116,0.729,K2/K3IIICN.
3547.353434,0.283,M0III
4253.592972,1.919,K1III
5799.912358,3.104,F6V
5751.529004,2.914,G0V
6953.018333,1.68,F0V
11873.2305,-0.782,B5V
3613.216904,0.772,K3/K4III:
4336.255552,7.158,K3V
4460.698201,0.594,K0III
5249.821168,3.35,G2V
5520.329177,2.179,F8V
6377.723436,2.731,F4V
4257.350564,0.65,K1III
3366.503685,0.091,M1III
5597.269109,3.968,G1V
5024.365954,2.875,G8V
3587.242419,0.02,M2III
5832.738289,3.147,F8V
3977.54046,-1.296,K0II-III
3993.488925,2.211,K0III
4852.711238,5.695,K0V
3610.72288,-0.742,K4III
4824.222904,-1.489,G5III
4068.964382,0.542,K1III
6256.670718,4.718,F0V
5960.09691,2.804,F6V
9226.241371,1.994,A0V
5560.298867,4.116,G2V
3824.926501,-0.546,K3III
5516.731113,2.666,G2V
10282.88244,0.955,B9V
5861.844882,4.258,G1V
4741.206708,3.314,G8V
6737.303352,2.993,F0V
4205.487318,1.232,K1III
4348.111353,1.726,K1/K2III
6090.035851,-0.322,A4:V+...
6136.507218,1.496,F3V
4452.263883,0.452,K0III
4253.592972,0.85,K0III
4167.61191,1.334,K1III
4048.932507,0.292,K0III-IV
7795.680727,0.83,B2III-IV
3936.808996,0.302,K2III
5964.462482,2.156,F6V
4111.505004,1.477,K4III
6877.131783,1.651,A8V
6094.643406,-4.166,F5Ib
4214.632668,0.249,K0III
4529.640904,1.13,G8III
5534.780311,4.044,G1/G2V
10828.54933,1.166,A1V
4932.593494,0.627,G6III
3963.322245,6.884,K7V:
10334.36133,0.152,A0V
9011.591969,2.173,A1V
6044.434417,3.426,F7V
5861.844882,3.539,F3/F5V
7011.324991,1.355,A2V+...
10265.86484,1.037,A0V
6232.168346,2.061,F3V
3092.025772,-3.863,M0II
4014.462768,0.626,K2III
4156.946229,1.884,K2III
6039.921118,4.256,F4V
4733.836,-1.142,G8III
4423.054898,1.678,K1III
6131.820178,3.531,F4V
7479.666522,1.834,A6V
4496.994667,0.153,G8IV
5665.391076,3.485,G1V
6271.488182,1.931,F3V
4176.552409,6.924,K5V
6053.486361,2.168,F6V
4574.104081,0.862,K0III
4281.978776,1.929,K2III
3595.848609,1.215,M3/M4III
9580.626081,0.238,A0V
4492.686168,0.715,G8III
3408.997333,-0.729,M2III
5908.325844,3.435,F7V
8415.224108,2.14,A4V
5364.00647,3.868,G3V
6408.910425,-1.061,B2III
4336.255552,1.155,K1III
4512.156136,0.929,G8III
4301.167607,0.572,G8III:
3638.396243,0.39,K4III-IV
4003.135039,0.044,K1III
4608.175816,6.204,K2V
6972.318885,2.197,A8V
5921.16306,3.303,F5/F6V
6946.614447,3.772,F0V
14422.99087,-9.65,B4III
6419.391066,2.982,F3V
4580.868008,1.743,K0III
7200.83449,5.013,A7V
6965.870497,0.017,F0V
7118.065132,1.97,A9III-IV
7359.023443,-0.684,B3III
3894.091689,0.032,K3III
6846.118722,1.88,B8V
9111.03148,1.225,A1IV
11800.49986,0.076,B7V
5156.653556,4.156,G6IV
6684.495933,-2.261,A3II
4360.048524,1.485,K0III
4348.111353,2.063,K0III
9681.971242,1.469,B9.5V
5205.82354,5.555,G8V
6131.820178,2.431,F5V
5692.447417,3.378,G0V
9481.891995,0.595,A1V
6062.572271,1.706,F3/F5V
4185.541013,0.941,K1III
5324.162181,4.315,F9V
4425.125374,0.947,K0III
4621.983098,0.223,K0III
9358.614941,1.898,A1V
4408.629077,0.872,G8/K0III
4312.784544,1.847,K1III
5505.972004,4.515,G2/G3V
4746.136479,2.906,G5IV
4104.623822,0.667,K1III
5904.062214,3.616,F8V
6017.480361,1.98,F3/F5V
4218.304751,6.953,K5V
4328.396455,2.131,K1III
7980.204523,1.104,A3V
10809.1867,0.471,B8.5Vn
6251.750984,3.403,F3V
4352.081325,2.033,K1IIICN...
12022.11356,-0.304,B9Vn
4728.938083,2.708,G8IV
5070.421844,5.398,G8V
5708.053865,4.088,G1V
5820.374238,3.216,F5V
6372.562421,3.465,F3V
6188.662586,2.776,F5V
4505.642737,1.954,K0III
10770.71979,1.576,A0Vs
4540.655236,6.686,K5V
5380.829465,4.529,G3V
4314.728334,0.957,K0III
6062.572271,3.522,F5V
4305.031221,0.568,K0/K1III
5849.326254,5.323,G0V
8617.43563,2.041,A0V
3957.043713,-0.012,K2III
3642.211075,-2.578,K4III
5324.162181,4.332,G3V
10439.27983,0.899,B9V
4638.222989,1.162,G8III
3690.097447,0.343,K5V
9537.998069,1.147,A0V
5631.072573,4.315,G0V
6004.1156,2.621,G0IV
4716.748519,2.807,K0IV
3876.136183,7.907,K5V
9711.422134,1.132,B8.5V
4380.127079,0.812,K0III
4467.050211,1.305,K0III
4270.567765,0.792,K2III
12254.43388,-1.041,B5V
4004.748394,0.104,K1/K2III
8595.57782,1.2,A1V
4090.947425,1.96,K2III:
3552.129407,-0.812,K5III
6644.132206,2.868,F2V
9566.363888,0.375,A2V
5531.158665,4.88,G2V-VI
5878.641014,-0.063,F0V
4074.01116,2.187,K3III
10083.2069,0.227,B9V
5491.707818,4.013,G3V
4583.128211,1.984,K0IV
3594.615993,0.219,K3III
5960.09691,4.384,G0/G1V
5642.454231,3.105,G0V
4149.873583,1.44,K1III
4135.81811,1.663,K1II
5665.391076,-0.1,B2V:e
7037.633942,2.388,F0V
3886.585003,-0.299,K0II-III
5899.806267,-0.175,F6V
7070.869598,-1.581,B3III
6212.738339,3.016,F2/F3V
11364.44349,-0.451,B6Vn
8695.045867,1.453,A1V
3972.786901,0.479,G8/K0III
7541.867937,1.198,A2V
6004.1156,4.118,F5V
3792.182858,8.331,M0V:
6398.472457,-4.663,B9Ia
4695.003952,1.231,G8III
6456.413429,2.93,F3V
4305.031221,1.757,K1III
3853.980428,-0.602,K2/K3III
4297.31265,0.711,G8III
3780.957145,8.23,M0V
12388.43701,-1.421,B3V
6445.78121,3.029,F5IV-V
4433.431572,6.689,K4V
4111.505004,-0.108,G8/K0III
8541.534354,-0.244,B7V
7411.202155,1.392,A8/A9III
6978.782217,1.482,A9V
5353.975599,4.607,G3V
4342.173337,1.801,K1III
8832.249332,1.483,A0Vn
8902.907796,0.843,A1IVn
4505.642737,2.346,G6/G8III
4151.638924,0.51,K1III
6058.025058,-4.88,A0Ia SB:
7830.004102,1.681,A5V
4626.60855,0.717,G8III
9955.366938,1.167,A1V
4225.672971,1.147,K1III
8950.805225,1.248,A2V
3140.299485,-2.704,K5Iab:
6058.025058,3.418,F7V
5747.5425,3.109,F7V
7293.268403,2.363,A7IV
3339.5839,-0.725,M2III
11088.40994,-0.082,A0Vn
5291.518508,4.396,G8III
4386.195839,2.101,K2III
5882.858873,3.302,G0V
6483.18691,1.09,F0II
3832.138584,-0.852,K3III
6357.141813,3.118,F3V
8706.276151,0.578,A2V
10926.6793,-1.369,B8V
12280.9443,-0.726,B9Vs
5463.45458,1.397,G2V
5874.430707,2.132,F3/F5V
5367.360547,4.213,G5V
6627.019169,3.158,F2/F3V
5771.56571,3.655,G0/G1V
4048.932507,-0.355,K2III
4578.610588,-0.009,G8III
5634.860078,4.671,G0V
11386.39317,-1.314,B8V
4251.717284,-0.965,K0II-III...
5861.844882,3.339,F7V
4585.391205,2.739,G8III:
4592.196982,1.392,K0IV
7873.443931,2.569,A2III
3736.871755,1.071,K3III
5401.192143,4.07,G5V
6048.956156,3.572,F6V
4567.365068,-1.395,G8III
3467.418589,-0.298,M1III
8488.332429,1.327,A0V
7830.004102,2.501,A6Vn
3613.216904,-0.546,M0III
9509.841591,2.993,A3V
9816.29028,1.666,A2V
5324.162181,4.159,G5/G6V:
4233.073452,1.003,K1III
7980.204523,1.084,A6V
4496.994667,0.855,K0III
4253.592972,-0.317,G8III
6085.436994,1.515,F6V
9305.098733,0.42,A0Vn
7351.644126,1.875,A6V
10809.1867,0.05,B8.5V
9681.971242,1.568,A0V
4057.249102,0.571,K1III
5631.072573,4.39,G2V
5916.876245,2.676,F7V
5986.410857,3.971,F7V
10770.71979,0.166,B8V
4786.04123,3.014,G8V
8007.464008,2.354,A4V
6145.908227,3.233,F5V
6537.576459,3.353,F1V
4017.714004,0.481,K2III
5202.71605,4.206,G3/G5V
7645.757958,2.331,A1IV
7597.366883,2.249,A3V
13892.23952,1.022,B4V
4398.396672,1.194,K0III
12526.16459,-0.872,B8IIIp Mn
4894.909058,-0.528,G6III
3913.779905,2.111,G8II
7495.096475,1.466,A7V
6483.18691,1.207,F0V
4458.585878,0.621,G8/K0III:
3506.23774,-0.134,M2III
4716.748519,0.554,G3IIp...
4829.371488,4.051,G8V
7804.226281,2.043,A1V
6510.23969,2.499,F4IIIvar
8706.276151,1.265,A4V
6346.913103,2.679,F3V
4272.46432,0.764,K3III
11776.5029,0.605,B9IV
10439.27983,-1.423,B2IV
12072.78642,-3.239,B1V
5567.644045,4.16,G2/G3V
4370.058973,1.331,K0III
5982.005035,3.383,F8IV-V
5102.703641,4.174,G5V
4571.854983,1.632,G5IV
4398.396672,0.636,K0III
6266.539286,3.484,F5V
4034.069472,1.461,K1III
4748.606174,6.183,K2V
5916.876245,3.962,F6V
8323.503903,1.613,A3V
